region	chr	midPos	Nsites
(536798,537297)(536800,537299)(536800,537300)	Mt	537050	501	0.024216
(536898,537397)(536900,537399)(536900,537400)	Mt	537150	501	0.022964
(536998,537497)(537000,537499)(537000,537500)	Mt	537250	501	0.026163
(537098,537597)(537100,537599)(537100,537600)	Mt	537350	501	0.024563
(537198,537697)(537200,537699)(537200,537700)	Mt	537450	501	0.025939
(537298,537797)(537300,537799)(537300,537800)	Mt	537550	501	0.024593
(537398,537897)(537400,537899)(537400,537900)	Mt	537650	501	0.025271
(537498,537997)(537500,537999)(537500,538000)	Mt	537750	501	0.023090
(537598,538097)(537600,538099)(537600,538100)	Mt	537850	501	0.023615
(537698,538197)(537700,538199)(537700,538200)	Mt	537950	501	0.025175
(537798,538297)(537800,538299)(537800,538300)	Mt	538050	501	0.025579
(537898,538397)(537900,538399)(537900,538400)	Mt	538150	501	0.024564
(537998,538497)(538000,538499)(538000,538500)	Mt	538250	501	0.024283
(538098,538597)(538100,538599)(538100,538600)	Mt	538350	501	0.026116
(538198,538697)(538200,538699)(538200,538700)	Mt	538450	501	0.026383
(538298,538797)(538300,538799)(538300,538800)	Mt	538550	501	0.025716
(538398,538897)(538400,538899)(538400,538900)	Mt	538650	501	0.028044
(538498,538997)(538500,538999)(538500,539000)	Mt	538750	501	0.034769
(538598,539097)(538600,539099)(538600,539100)	Mt	538850	501	0.034420
(538698,539197)(538700,539199)(538700,539200)	Mt	538950	501	0.033977
(538798,539297)(538800,539299)(538800,539300)	Mt	539050	501	0.035073
(538898,539397)(538900,539399)(538900,539400)	Mt	539150	501	0.035762
(538998,539497)(539000,539499)(539000,539500)	Mt	539250	501	0.029836
(539098,539597)(539100,539599)(539100,539600)	Mt	539350	501	0.027876
(539198,539697)(539200,539699)(539200,539700)	Mt	539450	501	0.027959
(539298,539797)(539300,539799)(539300,539800)	Mt	539550	501	0.028860
(539398,539897)(539400,539899)(539400,539900)	Mt	539650	501	0.028484
(539498,539997)(539500,539999)(539500,540000)	Mt	539750	501	0.031958
(539598,540097)(539600,540099)(539600,540100)	Mt	539850	501	0.032455
(539698,540197)(539700,540199)(539700,540200)	Mt	539950	501	0.035676
(539798,540297)(539800,540299)(539800,540300)	Mt	540050	501	0.035610
(539898,540397)(539900,540399)(539900,540400)	Mt	540150	501	0.035640
(539998,540497)(540000,540499)(540000,540500)	Mt	540250	501	0.035673
(540098,540597)(540100,540599)(540100,540600)	Mt	540350	501	0.035175
(540198,540697)(540200,540699)(540200,540700)	Mt	540450	501	0.031661
(540298,540797)(540300,540799)(540300,540800)	Mt	540550	501	0.031286
(540398,540897)(540400,540899)(540400,540900)	Mt	540650	501	0.033251
(540498,540997)(540500,540999)(540500,541000)	Mt	540750	501	0.028879
(540598,541097)(540600,541099)(540600,541100)	Mt	540850	501	0.029187
(540698,541197)(540700,541199)(540700,541200)	Mt	540950	501	0.030424
(540798,541297)(540800,541299)(540800,541300)	Mt	541050	501	0.030868
(540898,541397)(540900,541399)(540900,541400)	Mt	541150	501	0.026512
(540998,541497)(541000,541499)(541000,541500)	Mt	541250	501	0.027561
(541098,541597)(541100,541599)(541100,541600)	Mt	541350	501	0.032954
(541198,541697)(541200,541699)(541200,541700)	Mt	541450	501	0.035140
(541298,541797)(541300,541799)(541300,541800)	Mt	541550	501	0.032972
(541398,541897)(541400,541899)(541400,541900)	Mt	541650	501	0.034880
(541498,541997)(541500,541999)(541500,542000)	Mt	541750	501	0.033809
(541598,542097)(541600,542099)(541600,542100)	Mt	541850	501	0.029238
(541698,542197)(541700,542199)(541700,542200)	Mt	541950	501	0.024875
(541798,542297)(541800,542299)(541800,542300)	Mt	542050	501	0.027059
(541898,542397)(541900,542399)(541900,542400)	Mt	542150	501	0.024933
(541998,542497)(542000,542499)(542000,542500)	Mt	542250	501	0.024025
(542098,542597)(542100,542599)(542100,542600)	Mt	542350	501	0.026296
(542198,542697)(542200,542699)(542200,542700)	Mt	542450	501	0.027957
(542298,542797)(542300,542799)(542300,542800)	Mt	542550	501	0.028264
(542398,542897)(542400,542899)(542400,542900)	Mt	542650	501	0.031644
(542498,542997)(542500,542999)(542500,543000)	Mt	542750	501	0.033931
(542598,543097)(542600,543099)(542600,543100)	Mt	542850	501	0.032978
(542698,543197)(542700,543199)(542700,543200)	Mt	542950	501	0.032339
(542798,543297)(542800,543299)(542800,543300)	Mt	543050	501	0.032124
(542898,543397)(542900,543399)(542900,543400)	Mt	543150	501	0.028007
(542998,543497)(543000,543499)(543000,543500)	Mt	543250	501	0.028000
(543098,543597)(543100,543599)(543100,543600)	Mt	543350	501	0.028390
(543198,543697)(543200,543699)(543200,543700)	Mt	543450	501	0.027592
(543298,543797)(543300,543799)(543300,543800)	Mt	543550	501	0.025866
(543398,543897)(543400,543899)(543400,543900)	Mt	543650	501	0.025719
(543498,543997)(543500,543999)(543500,544000)	Mt	543750	501	0.023415
(543598,544097)(543600,544099)(543600,544100)	Mt	543850	501	0.023348
(543698,544197)(543700,544199)(543700,544200)	Mt	543950	501	0.021915
(543798,544297)(543800,544299)(543800,544300)	Mt	544050	501	0.021294
(543898,544397)(543900,544399)(543900,544400)	Mt	544150	501	0.022938
(543998,544497)(544000,544499)(544000,544500)	Mt	544250	501	0.023226
(544098,544597)(544100,544599)(544100,544600)	Mt	544350	501	0.021661
(544198,544697)(544200,544699)(544200,544700)	Mt	544450	501	0.022686
(544298,544797)(544300,544799)(544300,544800)	Mt	544550	501	0.025291
(544398,544897)(544400,544899)(544400,544900)	Mt	544650	501	0.023790
(544498,544997)(544500,544999)(544500,545000)	Mt	544750	501	0.025399
(544598,545097)(544600,545099)(544600,545100)	Mt	544850	501	0.026608
(544698,545197)(544700,545199)(544700,545200)	Mt	544950	501	0.027205
(544798,545297)(544800,545299)(544800,545300)	Mt	545050	501	0.026522
(544898,545397)(544900,545399)(544900,545400)	Mt	545150	501	0.025352
(544998,545497)(545000,545499)(545000,545500)	Mt	545250	501	0.024300
(545098,545597)(545100,545599)(545100,545600)	Mt	545350	501	0.023425
(545198,545697)(545200,545699)(545200,545700)	Mt	545450	501	0.025670
(545298,545797)(545300,545799)(545300,545800)	Mt	545550	501	0.025656
(545398,545897)(545400,545899)(545400,545900)	Mt	545650	501	0.028069
(545498,545997)(545500,545999)(545500,546000)	Mt	545750	501	0.028774
(545598,546097)(545600,546099)(545600,546100)	Mt	545850	501	0.030764
(545698,546197)(545700,546199)(545700,546200)	Mt	545950	501	0.028000
(545798,546297)(545800,546299)(545800,546300)	Mt	546050	501	0.027332
(545898,546397)(545900,546399)(545900,546400)	Mt	546150	501	0.027014
(545998,546497)(546000,546499)(546000,546500)	Mt	546250	501	0.029801
(546098,546597)(546100,546599)(546100,546600)	Mt	546350	501	0.028437
(546198,546697)(546200,546699)(546200,546700)	Mt	546450	501	0.031098
(546298,546797)(546300,546799)(546300,546800)	Mt	546550	501	0.034920
(546398,546897)(546400,546899)(546400,546900)	Mt	546650	501	0.036459
(546498,546997)(546500,546999)(546500,547000)	Mt	546750	501	0.032933
(546598,547097)(546600,547099)(546600,547100)	Mt	546850	501	0.034029
(546698,547197)(546700,547199)(546700,547200)	Mt	546950	501	0.032194
(546798,547297)(546800,547299)(546800,547300)	Mt	547050	501	0.028055
(546898,547397)(546900,547399)(546900,547400)	Mt	547150	501	0.027191
(546998,547497)(547000,547499)(547000,547500)	Mt	547250	501	0.030671
(547098,547597)(547100,547599)(547100,547600)	Mt	547350	501	0.027842
(547198,547697)(547200,547699)(547200,547700)	Mt	547450	501	0.025757
(547298,547797)(547300,547799)(547300,547800)	Mt	547550	501	0.027272
(547398,547897)(547400,547899)(547400,547900)	Mt	547650	501	0.029339
(547498,547997)(547500,547999)(547500,548000)	Mt	547750	501	0.027175
(547598,548097)(547600,548099)(547600,548100)	Mt	547850	501	0.029614
(547698,548197)(547700,548199)(547700,548200)	Mt	547950	501	0.032458
(547798,548297)(547800,548299)(547800,548300)	Mt	548050	501	0.036070
(547898,548397)(547900,548399)(547900,548400)	Mt	548150	501	0.035990
(547998,548497)(548000,548499)(548000,548500)	Mt	548250	501	0.036321
(548098,548597)(548100,548599)(548100,548600)	Mt	548350	501	0.035396
(548198,548697)(548200,548699)(548200,548700)	Mt	548450	501	0.038978
(548298,548797)(548300,548799)(548300,548800)	Mt	548550	501	0.036574
(548398,548897)(548400,548899)(548400,548900)	Mt	548650	501	0.035695
(548498,548997)(548500,548999)(548500,549000)	Mt	548750	501	0.035354
(548598,549097)(548600,549099)(548600,549100)	Mt	548850	501	0.035995
(548698,549197)(548700,549199)(548700,549200)	Mt	548950	501	0.032088
(548798,549297)(548800,549299)(548800,549300)	Mt	549050	501	0.029625
(548898,549397)(548900,549399)(548900,549400)	Mt	549150	501	0.030310
(548998,549497)(549000,549499)(549000,549500)	Mt	549250	501	0.030391
(549098,549597)(549100,549599)(549100,549600)	Mt	549350	501	0.029131
(549198,549697)(549200,549699)(549200,549700)	Mt	549450	501	0.029121
(549298,549797)(549300,549799)(549300,549800)	Mt	549550	501	0.030811
(549398,549897)(549400,549899)(549400,549900)	Mt	549650	501	0.030207
(549498,549997)(549500,549999)(549500,550000)	Mt	549750	501	0.028509
(549598,550097)(549600,550099)(549600,550100)	Mt	549850	501	0.033425
(549698,550197)(549700,550199)(549700,550200)	Mt	549950	501	0.034456
(549798,550297)(549800,550299)(549800,550300)	Mt	550050	501	0.030034
(549898,550397)(549900,550399)(549900,550400)	Mt	550150	501	0.028033
(549998,550497)(550000,550499)(550000,550500)	Mt	550250	501	0.026064
(550098,550597)(550100,550599)(550100,550600)	Mt	550350	501	0.021617
(550198,550697)(550200,550699)(550200,550700)	Mt	550450	501	0.022107
(550298,550797)(550300,550799)(550300,550800)	Mt	550550	501	0.021950
(550398,550897)(550400,550899)(550400,550900)	Mt	550650	501	0.021560
(550498,550997)(550500,550999)(550500,551000)	Mt	550750	501	0.023991
(550598,551097)(550600,551099)(550600,551100)	Mt	550850	501	0.022684
(550698,551197)(550700,551199)(550700,551200)	Mt	550950	501	0.021811
(550798,551297)(550800,551299)(550800,551300)	Mt	551050	501	0.023638
(550898,551397)(550900,551399)(550900,551400)	Mt	551150	501	0.025397
(550998,551497)(551000,551499)(551000,551500)	Mt	551250	501	0.026607
(551098,551597)(551100,551599)(551100,551600)	Mt	551350	501	0.027827
(551198,551697)(551200,551699)(551200,551700)	Mt	551450	501	0.028653
(551298,551797)(551300,551799)(551300,551800)	Mt	551550	501	0.028135
(551398,551897)(551400,551899)(551400,551900)	Mt	551650	501	0.026336
(551498,551997)(551500,551999)(551500,552000)	Mt	551750	501	0.025675
(551598,552097)(551600,552099)(551600,552100)	Mt	551850	501	0.025875
(551698,552197)(551700,552199)(551700,552200)	Mt	551950	501	0.025372
(551798,552297)(551800,552299)(551800,552300)	Mt	552050	501	0.026200
(551898,552397)(551900,552399)(551900,552400)	Mt	552150	501	0.026573
(551998,552497)(552000,552499)(552000,552500)	Mt	552250	501	0.024841
(552098,552597)(552100,552599)(552100,552600)	Mt	552350	501	0.024389
(552198,552697)(552200,552699)(552200,552700)	Mt	552450	501	0.024446
(552298,552797)(552300,552799)(552300,552800)	Mt	552550	501	0.025357
(552398,552897)(552400,552899)(552400,552900)	Mt	552650	501	0.024702
(552498,552997)(552500,552999)(552500,553000)	Mt	552750	501	0.027587
(552598,553097)(552600,553099)(552600,553100)	Mt	552850	501	0.028866
(552698,553197)(552700,553199)(552700,553200)	Mt	552950	501	0.027320
(552798,553297)(552800,553299)(552800,553300)	Mt	553050	501	0.028414
(552898,553397)(552900,553399)(552900,553400)	Mt	553150	501	0.028632
(552998,553497)(553000,553499)(553000,553500)	Mt	553250	501	0.029788
(553098,553597)(553100,553599)(553100,553600)	Mt	553350	501	0.027939
(553198,553697)(553200,553699)(553200,553700)	Mt	553450	501	0.029283
(553298,553797)(553300,553799)(553300,553800)	Mt	553550	501	0.026545
(553398,553897)(553400,553899)(553400,553900)	Mt	553650	501	0.027676
(553498,553997)(553500,553999)(553500,554000)	Mt	553750	501	0.025072
(553598,554097)(553600,554099)(553600,554100)	Mt	553850	501	0.027079
(553698,554197)(553700,554199)(553700,554200)	Mt	553950	501	0.029130
(553798,554297)(553800,554299)(553800,554300)	Mt	554050	501	0.029504
(553898,554397)(553900,554399)(553900,554400)	Mt	554150	501	0.029465
(553998,554497)(554000,554499)(554000,554500)	Mt	554250	501	0.029610
(554098,554597)(554100,554599)(554100,554600)	Mt	554350	501	0.029030
(554198,554697)(554200,554699)(554200,554700)	Mt	554450	501	0.026710
(554298,554797)(554300,554799)(554300,554800)	Mt	554550	501	0.030980
(554398,554897)(554400,554899)(554400,554900)	Mt	554650	501	0.032270
(554498,554997)(554500,554999)(554500,555000)	Mt	554750	501	0.031515
(554598,555097)(554600,555099)(554600,555100)	Mt	554850	501	0.031254
(554698,555197)(554700,555199)(554700,555200)	Mt	554950	501	0.030472
(554798,555297)(554800,555299)(554800,555300)	Mt	555050	501	0.026138
(554898,555397)(554900,555399)(554900,555400)	Mt	555150	501	0.026640
(554998,555497)(555000,555499)(555000,555500)	Mt	555250	501	0.029488
(555098,555597)(555100,555599)(555100,555600)	Mt	555350	501	0.031131
(555198,555697)(555200,555699)(555200,555700)	Mt	555450	501	0.030384
(555298,555797)(555300,555799)(555300,555800)	Mt	555550	501	0.031123
(555398,555897)(555400,555899)(555400,555900)	Mt	555650	501	0.027594
(555498,555997)(555500,555999)(555500,556000)	Mt	555750	501	0.027012
(555598,556097)(555600,556099)(555600,556100)	Mt	555850	501	0.023375
(555698,556197)(555700,556199)(555700,556200)	Mt	555950	501	0.024409
(555798,556297)(555800,556299)(555800,556300)	Mt	556050	501	0.026784
(555898,556397)(555900,556399)(555900,556400)	Mt	556150	501	0.027616
(555998,556497)(556000,556499)(556000,556500)	Mt	556250	501	0.027864
(556098,556597)(556100,556599)(556100,556600)	Mt	556350	501	0.029203
(556198,556697)(556200,556699)(556200,556700)	Mt	556450	501	0.029363
(556298,556797)(556300,556799)(556300,556800)	Mt	556550	501	0.029554
(556398,556897)(556400,556899)(556400,556900)	Mt	556650	501	0.032201
(556498,556997)(556500,556999)(556500,557000)	Mt	556750	501	0.030585
(556598,557097)(556600,557099)(556600,557100)	Mt	556850	501	0.031751
(556698,557197)(556700,557199)(556700,557200)	Mt	556950	501	0.031403
(556798,557297)(556800,557299)(556800,557300)	Mt	557050	501	0.029257
(556898,557397)(556900,557399)(556900,557400)	Mt	557150	501	0.026254
(556998,557497)(557000,557499)(557000,557500)	Mt	557250	501	0.023405
(557098,557597)(557100,557599)(557100,557600)	Mt	557350	501	0.023970
(557198,557697)(557200,557699)(557200,557700)	Mt	557450	501	0.023929
(557298,557797)(557300,557799)(557300,557800)	Mt	557550	501	0.025856
(557398,557897)(557400,557899)(557400,557900)	Mt	557650	501	0.028446
(557498,557997)(557500,557999)(557500,558000)	Mt	557750	501	0.032195
(557598,558097)(557600,558099)(557600,558100)	Mt	557850	501	0.029755
(557698,558197)(557700,558199)(557700,558200)	Mt	557950	501	0.030141
(557798,558297)(557800,558299)(557800,558300)	Mt	558050	501	0.029418
(557898,558397)(557900,558399)(557900,558400)	Mt	558150	501	0.029564
(557998,558497)(558000,558499)(558000,558500)	Mt	558250	501	0.028261
(558098,558597)(558100,558599)(558100,558600)	Mt	558350	501	0.027459
(558198,558697)(558200,558699)(558200,558700)	Mt	558450	501	0.027770
(558298,558797)(558300,558799)(558300,558800)	Mt	558550	501	0.024544
(558398,558897)(558400,558899)(558400,558900)	Mt	558650	501	0.023536
(558498,558997)(558500,558999)(558500,559000)	Mt	558750	501	0.021627
(558598,559097)(558600,559099)(558600,559100)	Mt	558850	501	0.024198
(558698,559197)(558700,559199)(558700,559200)	Mt	558950	501	0.025325
(558798,559297)(558800,559299)(558800,559300)	Mt	559050	501	0.027152
(558898,559397)(558900,559399)(558900,559400)	Mt	559150	501	0.032284
(558998,559497)(559000,559499)(559000,559500)	Mt	559250	501	0.035976
(559098,559597)(559100,559599)(559100,559600)	Mt	559350	501	0.035364
(559198,559697)(559200,559699)(559200,559700)	Mt	559450	501	0.034047
(559298,559797)(559300,559799)(559300,559800)	Mt	559550	501	0.035591
(559398,559897)(559400,559899)(559400,559900)	Mt	559650	501	0.029844
(559498,559997)(559500,559999)(559500,560000)	Mt	559750	501	0.027453
(559598,560097)(559600,560099)(559600,560100)	Mt	559850	501	0.029251
(559698,560197)(559700,560199)(559700,560200)	Mt	559950	501	0.026320
(559798,560297)(559800,560299)(559800,560300)	Mt	560050	501	0.027740
(559898,560397)(559900,560399)(559900,560400)	Mt	560150	501	0.029901
(559998,560497)(560000,560499)(560000,560500)	Mt	560250	501	0.031161
(560098,560597)(560100,560599)(560100,560600)	Mt	560350	501	0.028689
(560198,560697)(560200,560699)(560200,560700)	Mt	560450	501	0.030706
(560298,560797)(560300,560799)(560300,560800)	Mt	560550	501	0.027465
(560398,560897)(560400,560899)(560400,560900)	Mt	560650	501	0.023606
(560498,560997)(560500,560999)(560500,561000)	Mt	560750	501	0.021713
(560598,561097)(560600,561099)(560600,561100)	Mt	560850	501	0.024087
(560698,561197)(560700,561199)(560700,561200)	Mt	560950	501	0.024859
(560798,561297)(560800,561299)(560800,561300)	Mt	561050	501	0.025647
(560898,561397)(560900,561399)(560900,561400)	Mt	561150	501	0.027996
(560998,561497)(561000,561499)(561000,561500)	Mt	561250	501	0.027978
(561098,561597)(561100,561599)(561100,561600)	Mt	561350	501	0.025866
(561198,561697)(561200,561699)(561200,561700)	Mt	561450	501	0.023778
(561298,561797)(561300,561799)(561300,561800)	Mt	561550	501	0.025754
(561398,561897)(561400,561899)(561400,561900)	Mt	561650	501	0.026204
(561498,561997)(561500,561999)(561500,562000)	Mt	561750	501	0.028284
(561598,562097)(561600,562099)(561600,562100)	Mt	561850	501	0.027118
(561698,562197)(561700,562199)(561700,562200)	Mt	561950	501	0.030799
(561798,562297)(561800,562299)(561800,562300)	Mt	562050	501	0.031424
(561898,562397)(561900,562399)(561900,562400)	Mt	562150	501	0.027919
(561998,562497)(562000,562499)(562000,562500)	Mt	562250	501	0.029520
(562098,562597)(562100,562599)(562100,562600)	Mt	562350	501	0.031668
(562198,562697)(562200,562699)(562200,562700)	Mt	562450	501	0.030087
(562298,562797)(562300,562799)(562300,562800)	Mt	562550	501	0.030797
(562398,562897)(562400,562899)(562400,562900)	Mt	562650	501	0.034417
(562498,562997)(562500,562999)(562500,563000)	Mt	562750	501	0.032505
(562598,563097)(562600,563099)(562600,563100)	Mt	562850	501	0.031799
(562698,563197)(562700,563199)(562700,563200)	Mt	562950	501	0.031432
(562798,563297)(562800,563299)(562800,563300)	Mt	563050	501	0.026025
(562898,563397)(562900,563399)(562900,563400)	Mt	563150	501	0.027320
(562998,563497)(563000,563499)(563000,563500)	Mt	563250	501	0.027283
(563098,563597)(563100,563599)(563100,563600)	Mt	563350	501	0.028018
(563198,563697)(563200,563699)(563200,563700)	Mt	563450	501	0.030622
